animal_idx,age,age_first_sess,sess_num,perf,reg_trial_intercept,reg_trial_oneback,reg_trial_twoback,reg_trial_rl,reg_repeat_intercept,reg_repeat_main,reg_repeat_reward,reg_nrepeat_reward,reg_repeat_rl,reg_reward_intercept,reg_reward_main,reg_reward_repeat,reg_nreward_repeat,reg_reward_rl,alpha_positive,beta,s1,s2,s3,gdx,ns
1,85,85,1,0.55,1.11808014753659,0.776650836930605,0.0227309884867645,0.810882927722453,1.26601586551538,0.738512231615278,1.03577416545106,-0.32537649114265,0.83086477857667,1.51306270259089,0.320260402510266,1.42456487830223,0.0634142217085194,0.83086477857667,0.00675101098897436,6.33175339450442,-0.124809445669895,0.233965809127949,0.100863375482135,10,1
1,89,85,2,0.68,1.58895704870608,1.13022878255115,-0.0238951586170307,0.707887836109209,1.9006101971879,1.10633699319625,1.34589543670905,-0.533214493908175,0.785958224262909,2.25797814647875,0.343060104412833,2.05403688068373,0.174926950064865,0.785958224262923,0.0125197640211394,6.43225185138422,-0.118909489178417,0.3138012359482,0.0665736487089401,10,1
1,91,85,3,0.7225,1.87476224165703,1.09535399067043,-0.0649568464208757,0.853386235522141,2.07000812507499,0.940419289310458,0.566326827352109,-0.49737053846295,0.915176494713998,2.1966442349602,0.0274541406280673,1.47770318536025,0.414005819545189,0.915176494713998,0.0180760679491545,5.86784740282718,-0.128880276541511,0.275073484710973,-0.013120329804391,10,1
1,95,85,4,0.695,1.87296038666223,1.30498647507707,-0.207783939919516,0.808605203286921,2.44405404765522,1.31705689079592,1.50811295967417,-0.856368966357539,0.957698188090221,2.71791874208957,0.267905015574302,2.50155763633873,0.137075710307028,0.957698188090221,0.0198789450122137,7.17573521551708,-0.114322931846642,0.366184505846131,0.079145324786785,10,1
1,97,85,5,0.715,1.25957753802684,1.05536739078827,-0.058141963991521,0.250757512726911,1.62530250335682,1.07736653613783,1.51774148199243,-0.596836724135068,0.262692922606329,1.93570044657099,0.41012699829682,2.13881289724024,0.0242346911127417,0.262692922606329,0.0830739242779525,4.49696149117616,-0.187569371079743,0.470818804795494,0.176482201765726,10,1
1,101,85,6,0.44,-0.193443820289292,1.09875438565757,0.599885920333195,0.0589293305037745,0.119314394658745,1.89984203007408,1.97160827060858,-1.59759203848725,0.0656040126618208,0.0474449846479951,0.186654962585481,3.68440598011415,0.115205671018308,0.0656040126618209,0.000273749786383543,3.63864418173163,-0.0829158277118384,0.999579201537192,0.018613522919861,10,1
2,83,83,1,0.4975,0.156168731180734,1.05088291500663,0.488143708091507,0.160973837623185,0.242581459584974,1.09843965200889,0.809106124907503,-0.907506153962497,0.133728773143438,0.260658815041331,-0.0491444667155206,1.95639450411752,0.239782225247522,0.133728773143438,0.000230333675228988,19.9992997274786,-0.0104880876940689,0.0992629251473143,-0.0136266531826042,10,1
2,87,83,2,0.515,-0.0134683026865254,0.968868949702651,0.329351763550286,0.179873324909054,0.0530633225829207,1.17274229114865,1.05260876335881,-1.06991480146699,0.119589496744763,0.144273312099979,-0.00865726960719959,2.23695339923327,0.114429834407465,0.119589496744763,0.00128317333509492,2.24207856283459,-0.0516720953636518,0.999872361366191,-0.0451828251562938,10,1
2,90,83,3,0.51,0.32340688628582,1.50091363652468,0.627416569963042,0.122608157814937,0.475618196005351,1.58250349510459,1.16967069983958,-0.897525767889209,0.139540133757767,0.603889023712208,0.135597238147744,2.61956488799817,0.552368420269,0.139540133757768,0.000407755251280217,19.9991829822653,-0.0299251541473205,0.126700840770286,-0.026259476712328,10,1
2,93,83,4,0.515,0.788607557927342,0.983354075350377,0.0789711030540885,0.603628234692122,0.959425880341389,0.976884026487262,0.947636299246147,-0.469184474000351,0.624137320159798,1.0939949220339,0.227816143465615,1.68670985836015,0.269889085113651,0.624137320159797,0.000977477375749811,19.9996579729266,-0.0345256548354643,0.0880947609046291,0.00434666535112483,10,1
2,96,83,5,0.55,0.58159305839947,1.19459762030666,0.17893467766863,0.386877977071539,0.936959610189654,1.39358138305123,1.43565855224072,-0.519544894911548,0.388927490258253,1.05537257315104,0.448415296922102,2.37068539089489,0.415481943742625,0.388927490258253,0.000764769437188539,19.9990311204866,-0.0431159760035733,0.107024723935244,0.000375854010013002,10,1
2,99,83,6,0.555,0.879318645509018,0.896214008856934,-0.08810496247043,0.504841965657122,1.02295706720637,0.769758239665065,0.351422239178757,-0.568506336478282,0.585666363276339,1.0067965661187,-0.102045347304643,1.22961976613913,0.309691190482089,0.585666363276339,0.00583032734296543,3.9860287053284,-0.0600959771518558,0.31812574816496,-0.103371351194506,10,1
5,75,75,1,0.4825,0.223284316801443,1.01077669794681,0.418684378210542,0.408442080152322,0.492853080434887,1.15798829503807,1.19435035139132,-1.00362534557003,0.443553723982054,0.535280314048393,0.0950394693458708,2.25688929066362,0.0589135937022656,0.443553723982054,0.000670195024877579,19.9995316707795,-0.0183176725182492,0.118449423180598,0.0123286959511332,10,1
5,79,75,2,0.5525,0.937601278917189,1.09404967579242,0.128046986871982,0.556667109423798,1.1800415178841,1.01810190652582,0.856788477282345,-0.739761971007614,0.636945275350443,1.26771552530814,0.0550810466812795,1.81811550821915,0.22156505992919,0.636945275350443,0.00876883778918195,4.44253570003396,-0.0947949021778689,0.425733510011364,-0.00430006225219851,10,1
5,82,75,3,0.595,1.03217838233118,1.28953452294216,0.130125695344628,0.700536965958692,1.26124308391793,1.17797716515627,0.697361159779636,-0.618007089102241,0.722392704372793,1.38350233265605,0.0373106365959392,1.84000030346949,0.524632054587572,0.722392704372794,0.0201427900702157,4.10655575212189,-0.213519602153501,0.482029535179824,-0.0275960303138017,10,1
5,85,75,4,0.5675,0.682187437831711,0.953612776650364,0.161206272398842,0.384816627319059,0.843103938773793,0.894575949307254,0.802204200784647,-0.558750584878466,0.366824531835653,0.869530952310688,0.117303064008261,1.57462500445122,0.213670218788106,0.366824531835653,0.00697456149885681,3.24156814175065,-0.125527657931681,0.482447396880643,-0.0135108478964527,10,1
5,90,75,5,0.5525,0.528590647114273,1.27070403759343,0.428565232343209,0.248881718465012,1.07083002929503,1.67089148950197,1.99679105333099,-0.7961336669007,0.252304989212425,1.27144123571105,0.591445650592814,3.06927050125423,0.276345781022541,0.252304989212425,0.0457338021853412,3.43902579426667,-0.368635827893284,0.843915646080512,0.204118045558678,10,1
5,95,75,6,0.5125,0.130531999261703,1.01950722326717,0.319336401466897,0.327696244467587,0.352238725122213,1.2841734581564,1.31296690877614,-1.11122593483416,0.299649787561793,0.387016485176258,0.100788986621147,2.49596737564703,0.0717745320367329,0.299649787561793,0.0343640930674321,2.71547790855462,-0.349080416400364,0.999999996918109,0.287522532741513,10,1
6,100,100,1,0.5075,0.461455913631596,-0.0138441532762649,0.0310845507917956,0.339539891093798,0.450104539348076,0.0222982774671216,-0.167402007489891,0.169561545249416,0.329591523696646,0.451041246062088,0.00105283028282264,-0.146183882167897,0.19077967057141,0.329591523696646,0.000378672672181115,19.9992712979051,-0.0118931528101727,-0.00727029453598772,-0.00655966937039302,10,1
6,103,100,2,0.8675,2.17009630955879,0.162670766961632,-0.0807040170552959,0.402279677661125,2.24872344590609,0.408370220713787,-0.437741441538465,0.188789691259252,0.386418788036704,2.21225438355116,-0.0784850888850031,0.0992777770724685,0.725808909870186,0.386418788036704,0.045346984244671,4.63193547117071,-0.0724558033858363,0.0197436751070219,-0.235775737074627,10,1
6,111,100,3,0.53,0.154659045793142,0.512518848267514,-0.0160713893801911,0.196372382143433,0.178775029992068,0.504566648465946,0.286526131011913,-0.500794020590884,0.247589719731062,0.165312234302964,-0.106897894704214,0.898003543951132,0.110683392348335,0.247589719731062,0.00481884062898349,0.88823241523958,-0.0465636970099048,0.99992252603168,-0.209705574459433,10,1
6,113,100,4,0.5225,0.263868989062067,-0.200483357777359,-0.13100359838702,0.140788359478014,0.256516220381754,-0.17245410502475,-0.165287942996127,0.109075156703074,0.143965381833705,0.244487168632048,-0.027863146055879,-0.309744649529858,-0.0353815498306568,0.143965381833705,0.000184993115837751,19.9827608111596,0.00314962082709624,-0.0154758735195534,-0.000294453821645612,10,1
6,119,100,5,0.3975,-0.0251700385240916,0.567817143979708,-0.00740066131565015,0.272538857300135,-0.00881646764452275,0.579236220042548,0.249098837530269,-0.163231407847152,0.271818568418417,0.0156165425523891,0.0429516107524462,0.785649993834325,0.373319748456905,0.271818568418417,0.000218985633655579,19.9952456103274,-0.0328190025778744,0.0405695051509125,-0.00444327146546891,10,1
6,122,100,6,0.585,0.464099764604706,-0.0591842360573157,0.0827766242251562,0.10473806676903,0.446197922181934,0.0484428807767777,-0.453382632321213,0.595085557121451,0.0925107507480608,0.465857480472921,0.0688747852479513,-0.475729710121122,0.572738479321542,0.0925107507480608,0.112598625996818,1.07694093299403,-0.663289080517242,-0.439758606284994,-0.398051585950936,10,1
9,83,83,1,0.49,0.721902682967621,0.563372600968998,0.0791743034883491,0.641412514077594,0.835376590325504,0.437790507677906,0.58947323559777,-0.582191965041078,0.680124872560849,0.840054709362056,0.00346096399795183,1.02341584311733,-0.148249357521519,0.680124872560849,0.00171706387523967,9.60795319234473,-0.00181889807697264,0.111748235968234,0.0322599070337531,10,1
9,86,83,2,0.5925,1.13758258362328,1.17147848762817,0.193531076278574,0.573423383078306,1.27055253340228,1.07884185727699,0.812236123035184,-0.386958786453176,0.583006475701134,1.43889583326839,0.1947175660146,1.68104655794564,0.481851648457284,0.583006475701134,0.0080526249782647,4.77636349624394,-0.168945966581192,0.34323928834607,-0.0402131451254931,10,1
9,89,83,3,0.525,0.988028770985656,1.06802750590059,0.141435985334069,0.622022128069663,1.18160270730846,0.956360210458868,0.622634025351562,-0.616571422641752,0.715830917153537,1.26402770179807,0.00282883501719874,1.57892826890089,0.339722820907577,0.715830917153537,0.00301962848231124,8.21972283115181,-0.0558710572258945,0.204466409146794,-0.0402950426065849,10,1
