first 200 odor expo performance: Table 1
male sz2 repeat pCorrect,male sz2 non-repeat pCorrect,male sz4 repeat pCorrect,male sz4 non-repeat pCorrect,female sz2 repeat pCorrect,female sz2 non-repeat pCorrect,female sz4 repeat pCorrect,female sz4 non-repeat pCorrect
0.816216216216216,0.6,0.508021390374332,0.644371941272431,0.491891891891892,0.581395348837209,0.584541062801932,0.39460370994941
0.878947368421053,0.814285714285714,0.661375661375661,0.597955706984668,0.782857142857143,0.697777777777778,,
0.688995215311005,0.460732984293194,0.760869565217391,0.5,0.274111675126904,0.241379310344828,,
0.835106382978723,0.490566037735849,0.764705882352941,0.590747330960854,0.584905660377359,0.535269709543569,,
0.623655913978495,0.238317757009346,0.648780487804878,0.566386554621849,0.51063829787234,0.731132075471698,,
0.687179487179487,0.385365853658537,0.656084656084656,0.658862876254181,0.808823529411765,0.775510204081633,,
0.828402366863905,0.558441558441558,0.770186335403727,0.753205128205128,0.527472527472528,0.408256880733945,,
0.771144278606965,0.316582914572864,0.861702127659574,0.490196078431373,0.491428571428571,0.622222222222222,,
0.835978835978836,0.526066350710901,0.869318181818182,0.715434083601286,0.625668449197861,0.549295774647887,,
0.621761658031088,0.647342995169082,0.658291457286432,0.627287853577371,0.668604651162791,0.767543859649123,,
0.551724137931035,0.604060913705584,0.832512315270936,0.618090452261307,0.502415458937198,0.269430051813472,,
0.718918918918919,0.469767441860465,0.9,0.775806451612903,0.508108108108108,0.255813953488372,,
0.706521739130435,0.453703703703704,0.753333333333333,0.604615384615385,0.695,0.255,,
0.706806282722513,0.468899521531101,0.666666666666667,0.611842105263158,0.671957671957672,0.317535545023697,,
0.757142857142857,0.373684210526316,0.625,0.576576576576577,0.825396825396825,0.682464454976303,,
0.706806282722513,0.789473684210526,0.63302752293578,0.651202749140894,0.650485436893204,0.288659793814433,,
0.540983606557377,0.594470046082949,0.569306930693069,0.580267558528428,0.736842105263158,0.371428571428571,,
0.593908629441624,0.689655172413793,0.561855670103093,0.453795379537954,,,,
0.508021390374332,0.55868544600939,0.660818713450292,0.725457570715474,,,,
0.631578947368421,0.49047619047619,0.844221105527638,0.703826955074875,,,,
0.841530054644809,0.71889400921659,0.915032679738562,0.840637450199203,,,,
0.885057471264368,0.849557522123894,0.672897196261682,0.661111111111111,,,,
0.807486631016043,0.624413145539906,0.512820512820513,0.629194630872483,,,,
0.93125,0.841666666666667,0.397379912663755,0.476357267950963,,,,
0.50761421319797,0.58128078817734,0.51,0.608695652173913,,,,
0.683937823834197,0.632850241545894,0.517094017094017,0.614840989399293,,,,
0.798850574712644,0.707964601769912,0.542986425339367,0.545768566493955,,,,
0.522613065326633,0.18407960199005,0.43,0.646666666666667,,,,
0.730232558139535,0.264864864864865,0.473684210526316,0.453468697123519,,,,
0.898876404494382,0.716216216216216,0.605504587155963,0.50177304964539,,,,
0.481283422459893,0.624413145539906,0.516587677725119,0.390492359932088,,,,
0.727810650887574,0.822510822510823,0.753488372093023,0.630769230769231,,,,
0.78735632183908,0.81858407079646,0.600961538461538,0.513611615245009,,,,
0.893617021276596,0.55188679245283,0.551401869158879,0.57679180887372,,,,
0.557291666666667,0.355769230769231,0.532338308457712,0.545909849749583,,,,
0.926966292134832,0.63963963963964,0.67487684729064,0.477386934673367,,,,
0.694736842105263,0.757142857142857,0.852459016393443,0.714748784440843,,,,
0.342723004694836,0.524064171122995,0.592417061611374,0.463497453310696,,,,
0.706185567010309,0.41747572815534,0.768844221105528,0.494176372712146,,,,
0.241935483870968,0.299065420560748,0.495049504950495,0.655518394648829,,,,
0.716666666666667,0.713636363636364,0.708133971291866,0.607445008460237,,,,
0.824742268041237,0.689320388349515,0.615384615384615,0.392226148409894,,,,
0.766839378238342,0.570048309178744,0.818181818181818,0.609634551495017,,,,
0.655737704918033,0.497695852534562,0.605633802816901,0.495741056218058,,,,
0.790960451977401,0.632286995515695,0.651282051282051,0.631404958677686,,,,
0.417582417582418,0.509174311926605,0.681818181818182,0.54485049833887,,,,
0.473958333333333,0.600961538461538,0.769911504424779,0.621716287215412,,,,
0.351219512195122,0.343589743589744,0.383928571428571,0.328125,,,,
0.674033149171271,0.71689497716895,0.852631578947368,0.579734219269103,,,,
0.834224598930481,0.694835680751174,0.720430107526882,0.49185667752443,,,,
0.849162011173184,0.751131221719457,0.903614457831325,0.791798107255521,,,,
0.655737704918033,0.497695852534562,0.596153846153846,0.626689189189189,,,,
0.869791666666667,0.721153846153846,0.853658536585366,0.734276729559748,,,,
0.706806282722513,0.382775119617225,0.545871559633028,0.494845360824742,,,,
0.608695652173913,0.601036269430052,0.746411483253589,0.399323181049069,,,,
0.54726368159204,0.78391959798995,0.770408163265306,0.543046357615894,,,,
0.276699029126214,0.293814432989691,0.813131313131313,0.62624584717608,,,,
0.478021978021978,0.660550458715596,0.797814207650273,0.773095623987034,,,,
0.642105263157895,0.719047619047619,0.590476190476191,0.630508474576271,,,,
0.794285714285714,0.902222222222222,0.65158371040724,0.64594127806563,,,,
0.491620111731844,0.633484162895928,0.628415300546448,0.410048622366289,,,,
0.780748663101604,0.610328638497653,0.678756476683938,0.520593080724876,,,,
0.403940886699507,0.319796954314721,0.698924731182796,0.698697068403909,,,,
0.701570680628272,0.354066985645933,0.719211822660099,0.571189279731993,,,,
0.672514619883041,0.327510917030568,0.572139303482587,0.599332220367279,,,,
0.670731707317073,0.521186440677966,0.843137254901961,0.733221476510067,,,,
0.506912442396313,0.387978142076503,0.696078431372549,0.545302013422819,,,,
0.731578947368421,0.647619047619048,0.738461538461539,0.608264462809917,,,,
0.565656565656566,0.48019801980198,0.854838709677419,0.576547231270358,,,,
0.646153846153846,0.375609756097561,0.478468899521531,0.372250423011844,,,,
0.784615384615385,0.565853658536585,0.728205128205128,0.555371900826446,,,,
0.818181818181818,0.47887323943662,0.657894736842105,0.388524590163934,,,,
0.828402366863905,0.852813852813853,0.698630136986301,0.432013769363167,,,,
0.729281767955801,0.65296803652968,0.805825242718447,0.525252525252525,,,,
0.839080459770115,0.345132743362832,0.78894472361809,0.713810316139767,,,,
0.78735632183908,0.371681415929204,0.41304347826087,0.530844155844156,,,,
0.811428571428571,0.542222222222222,0.66497461928934,0.651741293532338,,,,
0.895953757225434,0.502202643171806,0.776595744680851,0.602941176470588,,,,
0.970238095238095,0.629310344827586,0.913978494623656,0.672638436482085,,,,
0.829015544041451,0.550724637681159,0.433628318584071,0.407665505226481,,,,
0.585492227979275,0.381642512077295,0.763736263736264,0.653721682847896,,,,
0.787234042553192,0.523584905660377,0.759162303664921,0.522167487684729,,,,
0.686486486486487,0.446511627906977,0.866666666666667,0.565289256198347,,,,
0.851851851851852,0.843601895734597,0.830188679245283,0.586734693877551,,,,
0.768292682926829,0.779661016949153,0.812834224598931,0.567699836867863,,,,
0.785310734463277,0.367713004484305,0.867021276595745,0.655228758169935,,,,
0.824175824175824,0.5,0.702830188679245,0.607142857142857,,,,
0.935294117647059,0.643478260869565,0.716417910447761,0.497495826377296,,,,
0.888297872340426,0.60377358490566,0.645320197044335,0.474036850921273,,,,
0.666666666666667,0.345132743362832,0.807339449541284,0.508591065292096,,,,
0.628019323671498,0.300518134715026,0.689497716894977,0.46815834767642,,,,
0.815642458100559,0.85972850678733,0.926470588235294,0.575503355704698,,,,
0.808383233532934,0.798283261802575,0.935960591133005,0.745393634840871,,,,
0.592964824120603,0.303482587064677,0.344827586206897,0.401869158878505,,,,
0.766355140186916,0.327956989247312,0.746666666666667,0.577391304347826,,,,
0.932584269662921,0.599099099099099,0.703488372093023,0.520700636942675,,,,
0.829015544041451,0.439613526570048,0.673267326732673,0.441471571906355,,,,
0.893401015228426,0.536945812807882,0.602739726027397,0.333907056798623,,,,
0.862637362637363,0.486238532110092,0.734299516908213,0.450252951096121,,,,
0.753846153846154,0.395121951219512,0.756345177664975,0.467661691542289,,,,
0.668449197860963,0.845070422535211,0.884615384615385,0.594594594594595,,,,
0.699481865284974,0.743961352657005,0.741758241758242,0.415857605177994,,,,
0.585492227979275,0.51207729468599,0.846534653465347,0.595317725752508,,,,
0.754807692307692,0.442708333333333,0.748717948717949,0.489256198347107,,,,
0.723958333333333,0.629807692307692,0.796791443850267,0.543230016313214,,,,
0.733333333333333,0.440909090909091,0.714975845410628,0.3929173693086,,,,
0.862637362637363,0.486238532110092,0.707317073170732,0.403361344537815,,,,
0.753846153846154,0.395121951219512,0.76605504587156,0.508591065292096,,,,
0.905882352941177,0.791304347826087,0.760416666666667,0.394736842105263,,,,
0.454545454545455,0.297029702970297,0.789473684210526,0.668852459016394,,,,
0.365591397849462,0.47196261682243,0.517073170731707,0.472268907563025,,,,
0.844660194174757,0.5,0.74869109947644,0.499178981937603,,,,
0.884615384615385,0.527522935779817,0.720183486238532,0.472508591065292,,,,
0.609375,0.336538461538462,0.935828877005348,0.606851549755302,,,,
0.738693467336683,0.278606965174129,0.880829015544042,0.619439868204283,,,,
0.716417910447761,0.381909547738693,0.896907216494845,0.663366336633663,,,,
0.873684210526316,0.504761904761905,,,,,,
0.895604395604396,0.577981651376147,,,,,,
0.885869565217391,0.532407407407407,,,,,,
0.88268156424581,0.579185520361991,,,,,,
0.693121693121693,0.213270142180095,,,,,,
0.676136363636364,0.647321428571429,,,,,,
0.686170212765958,0.39622641509434,,,,,,
0.887005649717514,0.713004484304933,,,,,,
0.87027027027027,0.548837209302326,,,,,,
0.868852459016393,0.617511520737327,,,,,,
0.761904761904762,0.294736842105263,,,,,,
0.921348314606742,0.518018018018018,,,,,,
0.587064676616915,0.391959798994975,,,,,,
0.828125,0.375,,,,,,
0.748663101604278,0.328638497652582,,,,,,
0.950276243093923,0.666666666666667,,,,,,
0.921686746987952,0.670940170940171,,,,,,
0.919786096256685,0.704225352112676,,,,,,
0.784615384615385,0.439024390243902,,,,,,
0.747524752475248,0.313131313131313,,,,,,
0.863354037267081,0.393305439330544,,,,,,
0.757731958762887,0.228155339805825,,,,,,
0.78804347826087,0.282407407407407,,,,,,
0.661616161616162,0.232673267326733,,,,,,
0.691891891891892,0.767441860465116,,,,,,
0.594594594594595,0.706976744186047,,,,,,
0.807692307692308,0.880733944954129,,,,,,
0.776649746192893,0.67487684729064,,,,,,
0.793939393939394,0.412765957446809,,,,,,
0.837988826815643,0.597285067873303,,,,,,
0.678756476683938,0.318840579710145,,,,,,
0.57,0.37,,,,,,
0.685,0.31,,,,,,
0.651282051282051,0.385365853658537,,,,,,
0.811428571428571,0.275555555555556,,,,,,
0.758793969849246,0.27363184079602,,,,,,
0.835,0.265,,,,,,
0.71957671957672,0.407582938388626,,,,,,
0.625,0.350961538461538,,,,,,
0.735135135135135,0.395348837209302,,,,,,
0.827956989247312,0.392523364485981,,,,,,
0.748743718592965,0.388059701492537,,,,,,
0.810344827586207,0.353982300884956,,,,,,
0.688524590163934,0.364055299539171,,,,,,
0.671957671957672,0.563981042654029,,,,,,
0.406542056074766,0.252688172043011,,,,,,
0.578947368421053,0.252380952380952,,,,,,
0.857142857142857,0.444954128440367,,,,,,
0.848958333333333,0.379807692307692,,,,,,
0.982352941176471,0.747826086956522,,,,,,
0.587628865979382,0.325242718446602,,,,,,

Sheet4: Table 1
,,,,


female sz2 binned for uni. stim: Table 1
0.76,0.6,0.72,0.76,0.8,0.88,0.88,0.84
0.56,0.6,0.72,0.92,0.92,0.88,1,0.96
0.72,0.88,0.96,0.92,0.88,0.92,0.96,0.92
0.56,0.4,0.48,0.4,0.84,1,0.96,0.96
0.44,0.84,0.84,0.88,0.88,0.96,0.92,0.76
0.84,0.96,0.96,1,1,0.8,0.96,0.96
0.72,0.28,0.2,0.24,0.52,0.56,0.44,0.4
0.48,0.52,0.36,0.32,0.36,0.28,0.48,0.32
0.6,0.56,0.6,0.52,0.56,0.56,0.64,0.68
0.4,0.32,0.48,0.48,0.2,0.44,0.52,0.48
0.68,0.56,0.44,0.6,0.76,0.68,0.84,0.84
0.36,0.52,0.52,0.8,0.6,0.68,0.6,0.72
0.72,0.56,0.72,0.56,0.64,0.56,0.28,0.64
0.2,0.52,0.56,0.68,0.52,0.56,0.48,0.72
0.44,0.4,0.68,0.76,0.64,0.76,0.68,0.92
0.52,0.36,0.4,0.64,0.44,0.64,0.6,0.56
0.48,0.6,0.56,0.52,0.44,0.52,0.36,0.48
0.6,0.44,0.48,0.6,0.76,0.68,0.72,0.8
0.76,0.72,0.76,0.52,0.76,0.56,0.52,0.68
0.48,0.56,0.8,0.64,0.56,0.72,0.56,0.76
0.6,0.6,0.64,0.48,0.48,0.56,0.48,0.48
0.44,0.4,0.48,0.56,0.56,0.48,0.56,0.4
0.52,0.68,0.6,0.56,0.72,0.64,0.72,0.64
0.24,0.24,0.52,0.52,0.56,0.84,0.8,0.76
0.44,0.36,0.6,0.72,0.84,0.88,0.92,0.76
0.32,0.52,0.8,0.84,0.84,0.8,0.68,0.76
0.48,0.72,0.76,0.8,0.76,0.72,0.8,0.8
0.56,0.64,0.64,0.76,0.76,0.76,0.52,0.64
0.44,0.52,0.52,0.6,0.56,0.64,0.76,0.68
0.6,0.56,0.44,0.56,0.6,0.92,0.96,0.84
0.6,0.56,0.36,0.52,0.44,0.8,0.72,0.76
0.44,0.68,0.68,0.68,0.64,0.4,0.8,0.56
0.72,0.52,0.76,0.88,0.84,0.96,0.92,1
0.72,0.88,0.84,0.96,0.96,1,1,0.96
0.12,0.04,0.32,0.28,0.28,0.52,0.68,0.6
0.08,0.48,0.6,0.72,0.88,1,0.96,0.84
0.08,0.48,0.44,0.48,0.64,0.88,0.92,0.92
0.32,0.64,0.76,0.8,0.8,0.92,0.84,0.68
0.32,0.32,0.44,0.4,0.4,0.48,0.44,0.28
0,0,0,0,0.08,0.04,0.32,0.6
0.44,0.88,1,0.92,0.88,0.84,0.84,0.76
0.72,0.8,0.72,0.84,0.72,0.84,0.72,0.76
0.32,0.56,0.64,0.68,0.84,0.68,0.76,0.88
0.6,0.52,0.52,0.4,0.56,0.52,0.68,0.44
0.36,0.44,0.56,0.56,0.64,0.56,0.44,0.36
0.32,0.4,0.6,0.44,0.6,0.52,0.68,0.44
0.72,0.56,0.64,0.76,0.72,0.8,0.76,0.6
0.28,0.4,0.28,0.6,0.36,0.44,0.48,0.48
0.68,0.64,0.76,0.48,0.56,0.6,0.56,0.56
0.48,0.56,0.52,0.6,0.44,0.64,0.48,0.44
0.12,0.52,0.52,0.64,0.68,0.48,0.48,0.56
0.76,0.68,0.68,0.6,0.6,0.64,0.52,0.64
0.24,0.48,0.64,0.68,0.88,0.72,0.8,0.76
0.48,0.72,0.76,0.76,0.8,0.8,0.8,0.92
0.32,0.36,0.44,0.76,0.72,0.8,0.76,0.72
0.56,0.24,0.48,0.64,0.36,0.36,0.44,0.72
0.56,0.56,0.48,0.52,0.6,0.48,0.64,0.4
0.48,0.56,0.44,0.56,0.28,0.56,0.64,0.48
0.56,0.52,0.6,0.8,0.8,0.8,0.68,0.8
0.44,0.52,0.48,0.48,0.44,0.44,0.92,0.64
0.44,0.6,0.52,0.4,0.56,0.52,0.72,0.56
0.16,0.28,0.32,0.48,0.6,0.48,0.64,0.48
0.16,0.76,0.52,0.6,0.72,0.64,0.68,0.88
0.6,0.48,0.36,0.4,0.4,0.52,0.76,0.68
0.44,0.48,0.64,0.72,0.88,0.72,0.72,0.84
0.48,0.68,0.72,0.76,0.88,0.72,0.84,0.8
0.2,0.76,0.76,0.68,0.64,0.68,0.76,0.76
0.4,0.36,0.6,0.72,0.64,0.64,0.68,0.92
0.68,0.88,0.72,0.88,0.76,0.84,0.88,0.92
0.64,0.72,0.76,0.84,0.8,0.92,0.8,0.68
0.16,0.6,0.6,0.8,0.8,0.68,0.84,0.8
0.44,0.6,0.76,0.84,0.92,0.64,0.84,0.76
0.6,0.44,0.64,0.56,0.52,0.56,0.64,0.6
0.4,0.36,0.52,0.48,0.36,0.68,0.52,0.64
0.24,0.4,0.6,0.48,0.68,0.6,0.52,0.56
0.52,0.28,0.64,0.44,0.68,0.6,0.6,0.76
0.52,0.24,0.4,0.44,0.6,0.2,0.64,0.64
0.56,0.44,0.4,0.52,0.6,0.52,0.6,0.36
0.24,0.52,0.48,0.44,0.6,0.52,0.72,0.56
0.4,0.4,0.32,0.56,0.68,0.6,0.36,0.52
0.44,0.6,0.48,0.56,0.48,0.72,0.68,0.64
0.6,0.72,0.6,0.68,0.64,0.6,0.68,0.64
0.56,0.52,0.6,0.68,0.56,0.52,0.72,0.84
0.72,0.64,0.56,0.64,0.72,0.68,0.52,0.72
0.68,0.4,0.52,0.28,0.6,0.44,0.4,0.44
0.44,0.36,0.4,0.52,0.72,0.68,1,0.84
0.56,0.72,0.88,0.8,0.72,0.68,0.8,0.84
0.4,0.8,0.72,0.76,0.6,0.88,0.76,0.88
0.16,0,0.04,0.28,0.08,0.08,0.12,0.04
0.56,0.48,0.2,0.36,0.44,0.44,0.56,0.32
0.52,0.44,0.72,0.68,0.72,0.84,0.72,0.6
0.48,0.56,0.52,0.36,0.36,0.6,0.36,0.4
0.28,0.36,0.44,0.68,0.84,0.88,0.96,0.88
0.64,0.6,0.6,0.56,0.44,0.48,0.64,0.76
0.36,0.44,0.68,0.84,0.84,0.92,0.92,0.8
0.72,0.88,0.84,1,0.96,0.96,0.72,0.84
0.48,0.48,0.32,0.48,0.4,0.6,0.12,0.24
0.32,0.44,0.44,0.68,0.52,0.48,0.64,0.76
0.72,0.52,0.32,0.64,0.08,0.4,0.28,0.44
0.6,0.6,0.72,0.6,0.72,0.72,0.92,0.76
0.52,0.52,0.56,0.52,0.56,0.44,0.6,0.64
0.52,0.32,0.64,0.76,0.52,0.6,0.8,0.84
0.64,0.68,0.68,0.68,0.68,0.6,0.8,0.76
0.8,0.64,0.6,0.76,0.88,0.68,0.84,0.88
0.2,0.2,0.32,0.24,0.2,0.32,0.2,0.48
0.64,0.64,0.48,0.52,0.4,0.4,0.56,0.44
0.44,0.2,0.28,0.2,0.32,0.4,0.36,0.44
0.48,0.52,0.48,0.52,0.28,0.36,0.36,0.32
0.6,0.52,0.6,0.6,0.64,0.64,0.52,0.56
0.28,0.36,0.52,0.44,0.24,0.36,0.4,0.32
0.48,0.6,0.48,0.68,0.56,0.44,0.6,0.44
0.4,0.24,0.44,0.48,0.4,0.48,0.52,0.6
0.6,0.6,0.72,0.84,0.84,0.96,1,0.96
0.52,0.72,0.44,0.68,0.8,0.8,0.72,0.8
0.56,0.52,0.52,0.56,0.36,0.44,0.64,0.48
0.28,0.4,0.2,0.4,0.56,0.52,0.68,0.48
0.4,0.44,0.48,0.4,0.44,0.36,0.44,0.48
0.52,0.52,0.72,0.68,0.72,0.68,0.64,0.8

F sz2 binned for uni. stim V2: Table 1
'D1-17BWT-LT',45,0.76,0.6,0.72,0.76,0.8,0.88,0.88,0.84,0.96,0.96,0.92,0.84,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN
'D1-17BWT-LT',45,0.56,0.6,0.72,0.92,0.92,0.88,1,0.96,0.64,1,0.88,0.76,0.84,0.75,NaN,NaN,NaN,NaN,NaN,NaN
'D1-17BWT-LT',45,0.66,0.6,0.72,0.84,0.86,0.88,0.94,0.9,0.8,0.98,0.9,0.8,0.753333333333334,0.75,,,,,,
'D1-17BWT-LT',47,0.72,0.88,0.96,0.92,0.88,0.92,0.96,0.92,0.96,0.88,0.96,0.96,1,0.88,1,NaN,NaN,NaN,NaN,NaN
'D1-17BWT-LT',47,0.56,0.4,0.48,0.4,0.84,1,0.96,0.96,0.88,0.92,0.92,1,0.92,0.76,0.96,0.894736842105263,NaN,NaN,NaN,NaN
'D1-17BWT-LT',47,0.64,0.64,0.72,0.66,0.86,0.96,0.96,0.94,0.92,0.9,0.94,0.98,0.96,0.82,0.98,0.894736842105263,,,,
'D1-17BWT-LT',51,0.44,0.84,0.84,0.88,0.88,0.96,0.92,0.76,0.96,0.88,0.92,1,0.76,0.6,0.923076923076923,NaN,NaN,NaN,NaN,NaN
'D1-17BWT-LT',51,0.84,0.96,0.96,1,1,0.8,0.96,0.96,0.96,0.92,1,1,0.72,0.52,1,NaN,NaN,NaN,NaN,NaN
'D1-17BWT-LT',51,0.64,0.9,0.9,0.94,0.94,0.88,0.94,0.86,0.96,0.9,0.96,1,0.74,0.56,0.961538461538462,,,,,
'D1-17BWT-LT',54,0.72,0.28,0.2,0.24,0.52,0.56,0.44,0.4,0.56,0.64,0.56,0.52,0.4,0.8,0.72,0.8,0.84,0.68,0.96,0.92
'D1-17BWT-LT',54,0.48,0.52,0.36,0.32,0.36,0.28,0.48,0.32,0.4,0.4,0.4,0.44,0.32,0.56,0.48,0.6,0.8,0.88,0.96,0.92
'D1-17BWT-LT',54,0.6,0.4,0.28,0.28,0.44,0.42,0.46,0.36,0.48,0.52,0.48,0.48,0.36,0.68,0.6,0.7,0.82,0.78,0.96,0.92
'D1-17BWT-LT',59,0.6,0.56,0.6,0.52,0.56,0.56,0.64,0.68,0.64,0.76,0.8,0.64,0.76,0.72,0.88,0.72,0.88,0.76,0.84,0.96
'D1-17BWT-LT',59,0.4,0.32,0.48,0.48,0.2,0.44,0.52,0.48,0.4,0.36,0.52,0.52,0.64,0.64,0.68,0.72,0.76,0.8,0.68,0.84
'D1-17BWT-LT',59,0.5,0.44,0.54,0.5,0.38,0.5,0.58,0.58,0.52,0.56,0.66,0.58,0.7,0.68,0.78,0.72,0.82,0.78,0.76,0.9
'D1-17BWT-LT',61,0.68,0.56,0.44,0.6,0.76,0.68,0.84,0.84,0.44,0.76,0.76,0.72,0.84,0.72,0.941176470588235,NaN,NaN,NaN,NaN,NaN
'D1-17BWT-LT',61,0.36,0.52,0.52,0.8,0.6,0.68,0.6,0.72,0.88,0.88,0.88,0.72,0.8,0.722222222222222,NaN,NaN,NaN,NaN,NaN,NaN
'D1-17BWT-LT',61,0.52,0.54,0.48,0.7,0.68,0.68,0.72,0.78,0.66,0.82,0.82,0.72,0.82,0.721111111111111,0.941176470588235,,,,,
'D1-17BWT-RT',45,0.72,0.56,0.72,0.56,0.64,0.56,0.28,0.64,0.64,0.68,0.8,0.72,0.68,0.84,0.92,0.894736842105263,NaN,NaN,NaN,NaN
